date,Survey,Catch,separate
2021-10-06,Sac Beach Seines,0,Other Rotary Screw Traps
2021-10-06,Sac Trawls,0,Other Rotary Screw Traps
2021-10-06,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-10-06,RBDD Daily,378495,Red Bluff Diversion Dam
2021-10-07,Tisdale Weir RST,18,Other Rotary Screw Traps
2021-10-07,Knights Landing RST,2,Other Rotary Screw Traps
2021-10-07,Lower Feather RST,0,Other Rotary Screw Traps
2021-10-07,Lower Sac RST,0,Other Rotary Screw Traps
2021-10-07,Sac Beach Seines,0,Other Rotary Screw Traps
2021-10-07,Sac Trawls,0,Other Rotary Screw Traps
2021-10-07,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-10-07,RBDD Daily,386410,Red Bluff Diversion Dam
2021-10-08,Tisdale Weir RST,18,Other Rotary Screw Traps
2021-10-08,Knights Landing RST,2,Other Rotary Screw Traps
2021-10-08,Lower Feather RST,0,Other Rotary Screw Traps
2021-10-08,Lower Sac RST,0,Other Rotary Screw Traps
2021-10-08,Sac Beach Seines,1,Other Rotary Screw Traps
2021-10-08,Sac Trawls,0,Other Rotary Screw Traps
2021-10-08,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-10-08,RBDD Daily,392706,Red Bluff Diversion Dam
2021-10-09,Tisdale Weir RST,18,Other Rotary Screw Traps
2021-10-09,Knights Landing RST,2,Other Rotary Screw Traps
2021-10-09,Lower Feather RST,0,Other Rotary Screw Traps
2021-10-09,Lower Sac RST,0,Other Rotary Screw Traps
2021-10-09,Sac Beach Seines,0,Other Rotary Screw Traps
2021-10-09,Sac Trawls,0,Other Rotary Screw Traps
2021-10-09,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-10-09,RBDD Daily,396553,Red Bluff Diversion Dam
2021-10-10,Tisdale Weir RST,18,Other Rotary Screw Traps
2021-10-10,Knights Landing RST,2,Other Rotary Screw Traps
2021-10-10,Lower Feather RST,0,Other Rotary Screw Traps
2021-10-10,Lower Sac RST,0,Other Rotary Screw Traps
2021-10-10,Sac Beach Seines,0,Other Rotary Screw Traps
2021-10-10,Sac Trawls,0,Other Rotary Screw Traps
2021-10-10,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-10-10,RBDD Daily,401748,Red Bluff Diversion Dam
2021-10-11,Tisdale Weir RST,18,Other Rotary Screw Traps
2021-10-11,Knights Landing RST,2,Other Rotary Screw Traps
2021-10-11,Lower Feather RST,0,Other Rotary Screw Traps
2021-10-11,Lower Sac RST,0,Other Rotary Screw Traps
2021-10-11,Sac Beach Seines,0,Other Rotary Screw Traps
2021-10-11,Sac Trawls,0,Other Rotary Screw Traps
2021-10-11,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-10-11,RBDD Daily,408072,Red Bluff Diversion Dam
2021-10-12,Tisdale Weir RST,18,Other Rotary Screw Traps
2021-10-12,Knights Landing RST,3,Other Rotary Screw Traps
2021-10-12,Lower Feather RST,0,Other Rotary Screw Traps
2021-10-12,Lower Sac RST,0,Other Rotary Screw Traps
2021-10-12,Sac Beach Seines,1,Other Rotary Screw Traps
2021-10-12,Sac Trawls,0,Other Rotary Screw Traps
2021-10-12,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-10-12,RBDD Daily,413724,Red Bluff Diversion Dam
2021-10-13,Tisdale Weir RST,21,Other Rotary Screw Traps
2021-10-13,Knights Landing RST,3,Other Rotary Screw Traps
2021-10-13,Lower Feather RST,0,Other Rotary Screw Traps
2021-10-13,Lower Sac RST,0,Other Rotary Screw Traps
2021-10-13,Sac Beach Seines,1,Other Rotary Screw Traps
2021-10-13,Sac Trawls,0,Other Rotary Screw Traps
2021-10-13,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-10-13,RBDD Daily,418587,Red Bluff Diversion Dam
2021-10-14,Tisdale Weir RST,21,Other Rotary Screw Traps
2021-10-14,Knights Landing RST,3,Other Rotary Screw Traps
2021-10-14,Lower Feather RST,0,Other Rotary Screw Traps
2021-10-14,Lower Sac RST,0,Other Rotary Screw Traps
2021-10-14,Sac Beach Seines,0,Other Rotary Screw Traps
2021-10-14,Sac Trawls,0,Other Rotary Screw Traps
2021-10-14,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-10-14,RBDD Daily,422314,Red Bluff Diversion Dam
2021-10-15,Tisdale Weir RST,23,Other Rotary Screw Traps
2021-10-15,Knights Landing RST,3,Other Rotary Screw Traps
2021-10-15,Lower Feather RST,0,Other Rotary Screw Traps
2021-10-15,Lower Sac RST,0,Other Rotary Screw Traps
2021-10-15,Sac Beach Seines,1,Other Rotary Screw Traps
2021-10-15,Sac Trawls,0,Other Rotary Screw Traps
2021-10-15,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-10-15,RBDD Daily,425336,Red Bluff Diversion Dam
2021-10-16,Tisdale Weir RST,23,Other Rotary Screw Traps
2021-10-16,Knights Landing RST,3,Other Rotary Screw Traps
2021-10-16,Lower Feather RST,0,Other Rotary Screw Traps
2021-10-16,Lower Sac RST,0,Other Rotary Screw Traps
2021-10-16,Sac Beach Seines,0,Other Rotary Screw Traps
2021-10-16,Sac Trawls,0,Other Rotary Screw Traps
2021-10-16,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-10-16,RBDD Daily,428498,Red Bluff Diversion Dam
2021-10-17,Tisdale Weir RST,23,Other Rotary Screw Traps
2021-10-17,Knights Landing RST,3,Other Rotary Screw Traps
2021-10-17,Lower Feather RST,0,Other Rotary Screw Traps
2021-10-17,Lower Sac RST,0,Other Rotary Screw Traps
2021-10-17,Sac Beach Seines,0,Other Rotary Screw Traps
2021-10-17,Sac Trawls,0,Other Rotary Screw Traps
2021-10-17,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-10-17,RBDD Daily,430803,Red Bluff Diversion Dam
2021-10-18,Tisdale Weir RST,23,Other Rotary Screw Traps
2021-10-18,Knights Landing RST,3,Other Rotary Screw Traps
2021-10-18,Lower Feather RST,0,Other Rotary Screw Traps
2021-10-18,Lower Sac RST,0,Other Rotary Screw Traps
2021-10-18,Sac Beach Seines,2,Other Rotary Screw Traps
2021-10-18,Sac Trawls,0,Other Rotary Screw Traps
2021-10-18,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-10-18,RBDD Daily,431727,Red Bluff Diversion Dam
2021-10-19,Tisdale Weir RST,24,Other Rotary Screw Traps
2021-10-19,Knights Landing RST,4,Other Rotary Screw Traps
2021-10-19,Lower Feather RST,0,Other Rotary Screw Traps
2021-10-19,Lower Sac RST,0,Other Rotary Screw Traps
2021-10-19,Sac Beach Seines,0,Other Rotary Screw Traps
2021-10-19,Sac Trawls,0,Other Rotary Screw Traps
2021-10-19,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-10-19,RBDD Daily,433257,Red Bluff Diversion Dam
2021-10-20,Tisdale Weir RST,25,Other Rotary Screw Traps
2021-10-20,Knights Landing RST,4,Other Rotary Screw Traps
2021-10-20,Lower Feather RST,0,Other Rotary Screw Traps
2021-10-20,Lower Sac RST,0,Other Rotary Screw Traps
2021-10-20,Sac Beach Seines,2,Other Rotary Screw Traps
2021-10-20,Sac Trawls,0,Other Rotary Screw Traps
2021-10-20,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-10-20,RBDD Daily,434173,Red Bluff Diversion Dam
2021-10-21,Tisdale Weir RST,25,Other Rotary Screw Traps
2021-10-21,Knights Landing RST,4,Other Rotary Screw Traps
2021-10-21,Lower Feather RST,0,Other Rotary Screw Traps
2021-10-21,Lower Sac RST,0,Other Rotary Screw Traps
2021-10-21,Sac Beach Seines,0,Other Rotary Screw Traps
2021-10-21,Sac Trawls,0,Other Rotary Screw Traps
2021-10-21,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-10-21,RBDD Daily,434704,Red Bluff Diversion Dam
2021-10-22,Tisdale Weir RST,25,Other Rotary Screw Traps
2021-10-22,Knights Landing RST,4,Other Rotary Screw Traps
2021-10-22,Lower Feather RST,0,Other Rotary Screw Traps
2021-10-22,Lower Sac RST,0,Other Rotary Screw Traps
2021-10-22,Sac Beach Seines,2,Other Rotary Screw Traps
2021-10-22,Sac Trawls,0,Other Rotary Screw Traps
2021-10-22,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-10-22,RBDD Daily,436243,Red Bluff Diversion Dam
2021-10-23,Tisdale Weir RST,25,Other Rotary Screw Traps
2021-10-23,Knights Landing RST,4,Other Rotary Screw Traps
2021-10-23,Lower Feather RST,0,Other Rotary Screw Traps
2021-10-23,Lower Sac RST,0,Other Rotary Screw Traps
2021-10-23,Sac Beach Seines,0,Other Rotary Screw Traps
2021-10-23,Sac Trawls,0,Other Rotary Screw Traps
2021-10-23,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-10-23,RBDD Daily,447936,Red Bluff Diversion Dam
2021-10-24,Tisdale Weir RST,25,Other Rotary Screw Traps
2021-10-24,Knights Landing RST,4,Other Rotary Screw Traps
2021-10-24,Lower Feather RST,0,Other Rotary Screw Traps
2021-10-24,Lower Sac RST,0,Other Rotary Screw Traps
2021-10-24,Sac Beach Seines,0,Other Rotary Screw Traps
2021-10-24,Sac Trawls,0,Other Rotary Screw Traps
2021-10-24,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-10-24,RBDD Daily,455752,Red Bluff Diversion Dam
2021-10-25,Tisdale Weir RST,25,Other Rotary Screw Traps
2021-10-25,Knights Landing RST,4,Other Rotary Screw Traps
2021-10-25,Lower Feather RST,0,Other Rotary Screw Traps
2021-10-25,Lower Sac RST,0,Other Rotary Screw Traps
2021-10-25,Sac Beach Seines,3,Other Rotary Screw Traps
2021-10-25,Sac Trawls,0,Other Rotary Screw Traps
2021-10-25,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-10-26,Tisdale Weir RST,27,Other Rotary Screw Traps
2021-10-26,Knights Landing RST,0,Other Rotary Screw Traps
2021-10-26,Lower Feather RST,0,Other Rotary Screw Traps
2021-10-26,Lower Sac RST,0,Other Rotary Screw Traps
2021-10-26,Sac Beach Seines,0,Other Rotary Screw Traps
2021-10-26,Sac Trawls,0,Other Rotary Screw Traps
2021-10-26,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-10-27,Tisdale Weir RST,47,Other Rotary Screw Traps
2021-10-27,Knights Landing RST,0,Other Rotary Screw Traps
2021-10-27,Lower Feather RST,0,Other Rotary Screw Traps
2021-10-27,Lower Sac RST,0,Other Rotary Screw Traps
2021-10-27,Sac Beach Seines,9,Other Rotary Screw Traps
2021-10-27,Sac Trawls,8,Other Rotary Screw Traps
2021-10-27,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-10-27,RBDD Daily,462560,Red Bluff Diversion Dam
2021-10-28,Tisdale Weir RST,55,Other Rotary Screw Traps
2021-10-28,Knights Landing RST,25,Other Rotary Screw Traps
2021-10-28,Lower Feather RST,0,Other Rotary Screw Traps
2021-10-28,Lower Sac RST,0,Other Rotary Screw Traps
2021-10-28,Sac Beach Seines,0,Other Rotary Screw Traps
2021-10-28,Sac Trawls,0,Other Rotary Screw Traps
2021-10-28,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-10-28,RBDD Daily,465390,Red Bluff Diversion Dam
2021-10-29,Tisdale Weir RST,76,Other Rotary Screw Traps
2021-10-29,Knights Landing RST,70,Other Rotary Screw Traps
2021-10-29,Lower Feather RST,0,Other Rotary Screw Traps
2021-10-29,Lower Sac RST,0,Other Rotary Screw Traps
2021-10-29,Sac Beach Seines,9,Other Rotary Screw Traps
2021-10-29,Sac Trawls,15,Other Rotary Screw Traps
2021-10-29,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-10-29,RBDD Daily,468779,Red Bluff Diversion Dam
2021-10-30,Tisdale Weir RST,84,Other Rotary Screw Traps
2021-10-30,Knights Landing RST,76,Other Rotary Screw Traps
2021-10-30,Lower Feather RST,0,Other Rotary Screw Traps
2021-10-30,Lower Sac RST,0,Other Rotary Screw Traps
2021-10-30,Sac Beach Seines,0,Other Rotary Screw Traps
2021-10-30,Sac Trawls,0,Other Rotary Screw Traps
2021-10-30,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-10-30,RBDD Daily,472369,Red Bluff Diversion Dam
2021-10-31,Tisdale Weir RST,86,Other Rotary Screw Traps
2021-10-31,Knights Landing RST,89,Other Rotary Screw Traps
2021-10-31,Lower Feather RST,0,Other Rotary Screw Traps
2021-10-31,Lower Sac RST,0,Other Rotary Screw Traps
2021-10-31,Sac Beach Seines,0,Other Rotary Screw Traps
2021-10-31,Sac Trawls,0,Other Rotary Screw Traps
2021-10-31,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-10-31,RBDD Daily,475139,Red Bluff Diversion Dam
2021-11-01,Tisdale Weir RST,89,Other Rotary Screw Traps
2021-11-01,Knights Landing RST,91,Other Rotary Screw Traps
2021-11-01,Lower Feather RST,0,Other Rotary Screw Traps
2021-11-01,Lower Sac RST,0,Other Rotary Screw Traps
2021-11-01,Sac Beach Seines,15,Other Rotary Screw Traps
2021-11-01,Sac Trawls,15,Other Rotary Screw Traps
2021-11-01,Chipps Island Trawls,1,Other Rotary Screw Traps
2021-11-01,RBDD Daily,478572,Red Bluff Diversion Dam
2021-11-02,Tisdale Weir RST,89,Other Rotary Screw Traps
2021-11-02,Knights Landing RST,94,Other Rotary Screw Traps
2021-11-02,Lower Feather RST,0,Other Rotary Screw Traps
2021-11-02,Lower Sac RST,0,Other Rotary Screw Traps
2021-11-02,Sac Beach Seines,0,Other Rotary Screw Traps
2021-11-02,Sac Trawls,0,Other Rotary Screw Traps
2021-11-02,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-11-02,RBDD Daily,482596,Red Bluff Diversion Dam
2021-11-03,Tisdale Weir RST,91,Other Rotary Screw Traps
2021-11-03,Knights Landing RST,97,Other Rotary Screw Traps
2021-11-03,Lower Feather RST,0,Other Rotary Screw Traps
2021-11-03,Lower Sac RST,0,Other Rotary Screw Traps
2021-11-03,Sac Beach Seines,15,Other Rotary Screw Traps
2021-11-03,Sac Trawls,15,Other Rotary Screw Traps
2021-11-03,Chipps Island Trawls,1,Other Rotary Screw Traps
2021-11-03,RBDD Daily,490422,Red Bluff Diversion Dam
2021-11-04,Tisdale Weir RST,91,Other Rotary Screw Traps
2021-11-04,Knights Landing RST,97,Other Rotary Screw Traps
2021-11-04,Lower Feather RST,0,Other Rotary Screw Traps
2021-11-04,Lower Sac RST,0,Other Rotary Screw Traps
2021-11-04,Sac Beach Seines,0,Other Rotary Screw Traps
2021-11-04,Sac Trawls,0,Other Rotary Screw Traps
2021-11-04,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-11-04,RBDD Daily,495485,Red Bluff Diversion Dam
2021-11-05,Tisdale Weir RST,93,Other Rotary Screw Traps
2021-11-05,Knights Landing RST,97,Other Rotary Screw Traps
2021-11-05,Lower Feather RST,0,Other Rotary Screw Traps
2021-11-05,Lower Sac RST,0,Other Rotary Screw Traps
2021-11-05,Sac Beach Seines,15,Other Rotary Screw Traps
2021-11-05,Sac Trawls,15,Other Rotary Screw Traps
2021-11-05,Chipps Island Trawls,1,Other Rotary Screw Traps
2021-11-05,RBDD Daily,499473,Red Bluff Diversion Dam
2021-11-06,Tisdale Weir RST,102,Other Rotary Screw Traps
2021-11-06,Knights Landing RST,102,Other Rotary Screw Traps
2021-11-06,Lower Feather RST,0,Other Rotary Screw Traps
2021-11-06,Lower Sac RST,0,Other Rotary Screw Traps
2021-11-06,Sac Beach Seines,0,Other Rotary Screw Traps
2021-11-06,Sac Trawls,0,Other Rotary Screw Traps
2021-11-06,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-11-06,RBDD Daily,501591,Red Bluff Diversion Dam
2021-11-07,Tisdale Weir RST,103,Other Rotary Screw Traps
2021-11-07,Knights Landing RST,106,Other Rotary Screw Traps
2021-11-07,Lower Feather RST,0,Other Rotary Screw Traps
2021-11-07,Lower Sac RST,0,Other Rotary Screw Traps
2021-11-07,Sac Beach Seines,0,Other Rotary Screw Traps
2021-11-07,Sac Trawls,0,Other Rotary Screw Traps
2021-11-07,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-11-07,RBDD Daily,503524,Red Bluff Diversion Dam
2021-11-08,Tisdale Weir RST,106,Other Rotary Screw Traps
2021-11-08,Knights Landing RST,111,Other Rotary Screw Traps
2021-11-08,Lower Feather RST,0,Other Rotary Screw Traps
2021-11-08,Lower Sac RST,0,Other Rotary Screw Traps
2021-11-08,Sac Beach Seines,15,Other Rotary Screw Traps
2021-11-08,Sac Trawls,15,Other Rotary Screw Traps
2021-11-08,Chipps Island Trawls,1,Other Rotary Screw Traps
2021-11-08,RBDD Daily,505361,Red Bluff Diversion Dam
2021-11-09,Tisdale Weir RST,106,Other Rotary Screw Traps
2021-11-09,Knights Landing RST,112,Other Rotary Screw Traps
2021-11-09,Lower Feather RST,0,Other Rotary Screw Traps
2021-11-09,Lower Sac RST,0,Other Rotary Screw Traps
2021-11-09,Sac Beach Seines,0,Other Rotary Screw Traps
2021-11-09,Sac Trawls,0,Other Rotary Screw Traps
2021-11-09,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-11-09,RBDD Daily,509053,Red Bluff Diversion Dam
2021-11-10,Tisdale Weir RST,107,Other Rotary Screw Traps
2021-11-10,Knights Landing RST,116,Other Rotary Screw Traps
2021-11-10,Lower Feather RST,0,Other Rotary Screw Traps
2021-11-10,Lower Sac RST,0,Other Rotary Screw Traps
2021-11-10,Sac Beach Seines,16,Other Rotary Screw Traps
2021-11-10,Sac Trawls,16,Other Rotary Screw Traps
2021-11-10,Chipps Island Trawls,1,Other Rotary Screw Traps
2021-11-10,RBDD Daily,523920,Red Bluff Diversion Dam
2021-11-11,Tisdale Weir RST,115,Other Rotary Screw Traps
2021-11-11,Knights Landing RST,120,Other Rotary Screw Traps
2021-11-11,Lower Feather RST,0,Other Rotary Screw Traps
2021-11-11,Lower Sac RST,0,Other Rotary Screw Traps
2021-11-11,Sac Beach Seines,0,Other Rotary Screw Traps
2021-11-11,Sac Trawls,0,Other Rotary Screw Traps
2021-11-11,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-11-11,RBDD Daily,529519,Red Bluff Diversion Dam
2021-11-12,Tisdale Weir RST,154,Other Rotary Screw Traps
2021-11-12,Knights Landing RST,125,Other Rotary Screw Traps
2021-11-12,Lower Feather RST,0,Other Rotary Screw Traps
2021-11-12,Lower Sac RST,0,Other Rotary Screw Traps
2021-11-12,Sac Beach Seines,17,Other Rotary Screw Traps
2021-11-12,Sac Trawls,18,Other Rotary Screw Traps
2021-11-12,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-11-12,RBDD Daily,531917,Red Bluff Diversion Dam
2021-11-13,Tisdale Weir RST,173,Other Rotary Screw Traps
2021-11-13,Knights Landing RST,146,Other Rotary Screw Traps
2021-11-13,Lower Feather RST,0,Other Rotary Screw Traps
2021-11-13,Lower Sac RST,0,Other Rotary Screw Traps
2021-11-13,Sac Beach Seines,0,Other Rotary Screw Traps
2021-11-13,Sac Trawls,0,Other Rotary Screw Traps
2021-11-13,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-11-13,RBDD Daily,533462,Red Bluff Diversion Dam
2021-11-14,Tisdale Weir RST,175,Other Rotary Screw Traps
2021-11-14,Knights Landing RST,0,Other Rotary Screw Traps
2021-11-14,Lower Feather RST,0,Other Rotary Screw Traps
2021-11-14,Lower Sac RST,0,Other Rotary Screw Traps
2021-11-14,Sac Beach Seines,0,Other Rotary Screw Traps
2021-11-14,Sac Trawls,0,Other Rotary Screw Traps
2021-11-14,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-11-14,RBDD Daily,534622,Red Bluff Diversion Dam
2021-11-15,Tisdale Weir RST,177,Other Rotary Screw Traps
2021-11-15,Knights Landing RST,151,Other Rotary Screw Traps
2021-11-15,Lower Feather RST,0,Other Rotary Screw Traps
2021-11-15,Lower Sac RST,0,Other Rotary Screw Traps
2021-11-15,Sac Beach Seines,17,Other Rotary Screw Traps
2021-11-15,Sac Trawls,18,Other Rotary Screw Traps
2021-11-15,Chipps Island Trawls,1,Other Rotary Screw Traps
2021-11-15,RBDD Daily,535184,Red Bluff Diversion Dam
2021-11-16,Tisdale Weir RST,180,Other Rotary Screw Traps
2021-11-16,Knights Landing RST,153,Other Rotary Screw Traps
2021-11-16,Lower Feather RST,0,Other Rotary Screw Traps
2021-11-16,Lower Sac RST,0,Other Rotary Screw Traps
2021-11-16,Sac Beach Seines,0,Other Rotary Screw Traps
2021-11-16,Sac Trawls,0,Other Rotary Screw Traps
2021-11-16,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-11-16,RBDD Daily,535837,Red Bluff Diversion Dam
2021-11-17,Tisdale Weir RST,182,Other Rotary Screw Traps
2021-11-17,Knights Landing RST,155,Other Rotary Screw Traps
2021-11-17,Lower Feather RST,0,Other Rotary Screw Traps
2021-11-17,Lower Sac RST,0,Other Rotary Screw Traps
2021-11-17,Sac Beach Seines,17,Other Rotary Screw Traps
2021-11-17,Sac Trawls,18,Other Rotary Screw Traps
2021-11-17,Chipps Island Trawls,1,Other Rotary Screw Traps
2021-11-17,RBDD Daily,536362,Red Bluff Diversion Dam
2021-11-18,Tisdale Weir RST,183,Other Rotary Screw Traps
2021-11-18,Knights Landing RST,156,Other Rotary Screw Traps
2021-11-18,Lower Feather RST,0,Other Rotary Screw Traps
2021-11-18,Lower Sac RST,0,Other Rotary Screw Traps
2021-11-18,Sac Beach Seines,0,Other Rotary Screw Traps
2021-11-18,Sac Trawls,0,Other Rotary Screw Traps
2021-11-18,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-11-18,RBDD Daily,537027,Red Bluff Diversion Dam
2021-11-19,Tisdale Weir RST,184,Other Rotary Screw Traps
2021-11-19,Knights Landing RST,156,Other Rotary Screw Traps
2021-11-19,Lower Feather RST,0,Other Rotary Screw Traps
2021-11-19,Lower Sac RST,0,Other Rotary Screw Traps
2021-11-19,Sac Beach Seines,17,Other Rotary Screw Traps
2021-11-19,Sac Trawls,18,Other Rotary Screw Traps
2021-11-19,Chipps Island Trawls,1,Other Rotary Screw Traps
2021-11-19,RBDD Daily,537536,Red Bluff Diversion Dam
2021-11-20,Tisdale Weir RST,187,Other Rotary Screw Traps
2021-11-20,Knights Landing RST,160,Other Rotary Screw Traps
2021-11-20,Lower Feather RST,0,Other Rotary Screw Traps
2021-11-20,Lower Sac RST,0,Other Rotary Screw Traps
2021-11-20,Sac Beach Seines,0,Other Rotary Screw Traps
2021-11-20,Sac Trawls,0,Other Rotary Screw Traps
2021-11-20,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-11-20,RBDD Daily,538091,Red Bluff Diversion Dam
2021-11-21,Tisdale Weir RST,187,Other Rotary Screw Traps
2021-11-21,Knights Landing RST,161,Other Rotary Screw Traps
2021-11-21,Lower Feather RST,0,Other Rotary Screw Traps
2021-11-21,Lower Sac RST,0,Other Rotary Screw Traps
2021-11-21,Sac Beach Seines,0,Other Rotary Screw Traps
2021-11-21,Sac Trawls,0,Other Rotary Screw Traps
2021-11-21,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-11-21,RBDD Daily,538712,Red Bluff Diversion Dam
2021-11-22,Tisdale Weir RST,188,Other Rotary Screw Traps
2021-11-22,Knights Landing RST,161,Other Rotary Screw Traps
2021-11-22,Lower Feather RST,0,Other Rotary Screw Traps
2021-11-22,Lower Sac RST,0,Other Rotary Screw Traps
2021-11-22,Sac Beach Seines,17,Other Rotary Screw Traps
2021-11-22,Sac Trawls,18,Other Rotary Screw Traps
2021-11-22,Chipps Island Trawls,1,Other Rotary Screw Traps
2021-11-22,RBDD Daily,539809,Red Bluff Diversion Dam
2021-11-23,Tisdale Weir RST,188,Other Rotary Screw Traps
2021-11-23,Knights Landing RST,161,Other Rotary Screw Traps
2021-11-23,Lower Feather RST,0,Other Rotary Screw Traps
2021-11-23,Lower Sac RST,0,Other Rotary Screw Traps
2021-11-23,Sac Beach Seines,0,Other Rotary Screw Traps
2021-11-23,Sac Trawls,0,Other Rotary Screw Traps
2021-11-23,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-11-23,RBDD Daily,540918,Red Bluff Diversion Dam
2021-11-24,Tisdale Weir RST,188,Other Rotary Screw Traps
2021-11-24,Knights Landing RST,161,Other Rotary Screw Traps
2021-11-24,Lower Feather RST,0,Other Rotary Screw Traps
2021-11-24,Lower Sac RST,0,Other Rotary Screw Traps
2021-11-24,Sac Beach Seines,17,Other Rotary Screw Traps
2021-11-24,Sac Trawls,18,Other Rotary Screw Traps
2021-11-24,Chipps Island Trawls,1,Other Rotary Screw Traps
2021-11-24,RBDD Daily,541680,Red Bluff Diversion Dam
2021-11-25,Tisdale Weir RST,188,Other Rotary Screw Traps
2021-11-25,Knights Landing RST,0,Other Rotary Screw Traps
2021-11-25,Lower Feather RST,0,Other Rotary Screw Traps
2021-11-25,Lower Sac RST,0,Other Rotary Screw Traps
2021-11-25,Sac Beach Seines,0,Other Rotary Screw Traps
2021-11-25,Sac Trawls,0,Other Rotary Screw Traps
2021-11-25,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-11-26,Tisdale Weir RST,188,Other Rotary Screw Traps
2021-11-26,Knights Landing RST,161,Other Rotary Screw Traps
2021-11-26,Lower Feather RST,0,Other Rotary Screw Traps
2021-11-26,Lower Sac RST,0,Other Rotary Screw Traps
2021-11-26,Sac Beach Seines,17,Other Rotary Screw Traps
2021-11-26,Sac Trawls,18,Other Rotary Screw Traps
2021-11-26,Chipps Island Trawls,1,Other Rotary Screw Traps
2021-11-27,Tisdale Weir RST,189,Other Rotary Screw Traps
2021-11-27,Knights Landing RST,161,Other Rotary Screw Traps
2021-11-27,Lower Feather RST,0,Other Rotary Screw Traps
2021-11-27,Lower Sac RST,0,Other Rotary Screw Traps
2021-11-27,Sac Beach Seines,0,Other Rotary Screw Traps
2021-11-27,Sac Trawls,0,Other Rotary Screw Traps
2021-11-27,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-11-27,RBDD Daily,542527,Red Bluff Diversion Dam
2021-11-28,Tisdale Weir RST,189,Other Rotary Screw Traps
2021-11-28,Knights Landing RST,161,Other Rotary Screw Traps
2021-11-28,Lower Feather RST,0,Other Rotary Screw Traps
2021-11-28,Lower Sac RST,0,Other Rotary Screw Traps
2021-11-28,Sac Beach Seines,0,Other Rotary Screw Traps
2021-11-28,Sac Trawls,0,Other Rotary Screw Traps
2021-11-28,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-11-28,RBDD Daily,543005,Red Bluff Diversion Dam
2021-11-29,Tisdale Weir RST,189,Other Rotary Screw Traps
2021-11-29,Knights Landing RST,161,Other Rotary Screw Traps
2021-11-29,Lower Feather RST,0,Other Rotary Screw Traps
2021-11-29,Lower Sac RST,0,Other Rotary Screw Traps
2021-11-29,Sac Beach Seines,17,Other Rotary Screw Traps
2021-11-29,Sac Trawls,18,Other Rotary Screw Traps
2021-11-29,Chipps Island Trawls,1,Other Rotary Screw Traps
2021-11-29,RBDD Daily,543424,Red Bluff Diversion Dam
2021-11-30,Tisdale Weir RST,189,Other Rotary Screw Traps
2021-11-30,Knights Landing RST,161,Other Rotary Screw Traps
2021-11-30,Lower Feather RST,0,Other Rotary Screw Traps
2021-11-30,Lower Sac RST,0,Other Rotary Screw Traps
2021-11-30,Sac Beach Seines,0,Other Rotary Screw Traps
2021-11-30,Sac Trawls,0,Other Rotary Screw Traps
2021-11-30,Chipps Island Trawls,0,Other Rotary Screw Traps
2021-11-30,RBDD Daily,543686,Red Bluff Diversion Dam
2021-12-01,Tisdale Weir RST,189,Other Rotary Screw Traps
2021-12-01,Knights Landing RST,161,Other Rotary Screw Traps
